time_period,time_identifier,geographic_level,country_code,country_name,institution_group,institution_type,cohort_level_group,cohort_level,characteristic_group,characteristic,data_type,version,inst_count,cohort,overall,education,he,fe,fel3,fel2,fel1,other_edu,ind,non_des,ssf,sfc,spec_prov,edu_combo,appren,appl4,appl3,appl2,all_work,all_notsust,notsust,notsust_ben,only_ben,all_unknown,unknown_id,unknown
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Ethnicity Major,Any other ethnic group,Percentage,Revised,.,999,70,46.9,2.6,37.2,21.7,13.4,2.1,7.1,0,0.3,4.2,2.5,0,0.1,4.2,0,2.6,1.6,18.8,21.1,11.6,6.3,3.2,8.9,6.7,2.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Prior Attainment,Prior Attainment KS4 E&M 9-4 achieved,Percentage,Revised,.,280391,89.5,61,55.3,3.5,3,0.4,0.2,2.2,0.1,0.6,0.9,0.4,~,0.1,6.2,1.4,3.2,1.7,22.3,7.5,4.3,2,1.1,3,2.8,0.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,FSM Y11 Status,FSM not eligible,Percentage,Revised,.,188766,89.5,63.7,58.6,2.5,2,0.4,0.1,2.6,0.2,0.5,1.5,0.3,~,0.1,5.8,1.4,2.8,1.5,20.1,6.8,4.4,1.6,0.8,3.7,3,0.6
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Sixth form colleges,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,Revised,.,1101,65.3,32.6,0.6,9.1,4.5,3.7,0.9,22.9,0.1,0,0.1,22.1,0,0.6,9.5,0.1,3.6,5.8,23.2,27.5,12.4,9.3,5.8,7.2,6.6,0.5
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Total,Ethnicity Minor,Any other ethnic group,Percentage,Revised,.,160,58.1,41.9,0,13.1,3.1,1.9,8.1,28.8,1.3,0,22.5,5,0,0,3.8,0,3.1,0.6,12.5,21.9,16.9,3.1,1.9,20,16.9,3.1
201920,Academic year,National,E92000001,England,Total,Total,All other qualifications,Total,Total,Total,Percentage,Revised,.,85334,58.7,22.6,0,15.3,2.5,5.9,6.9,7.2,~,~,1.3,0.8,4.5,0.6,12.1,0.1,4.3,7.8,24,28.9,11.8,8.9,8.3,12.4,9.7,2.7
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Prior Attainment,Prior Attainment KS2 at L4,Percentage,Revised,.,137807,86.6,52.3,42.6,7.3,5.7,1.2,0.4,2.4,~,0.6,0.8,0.8,~,0.2,7.2,0.8,3.8,2.6,27.2,10.2,4.9,3.3,1.9,3.2,3,0.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Ethnicity Major,Unclassified,Percentage,Revised,.,5722,52.9,35.4,0,33.6,3.8,9.4,20.4,1.8,0.1,~,0.1,1.1,~,0.6,2.7,~,0.9,1.8,14.8,16,7.1,6,2.9,31.1,7,24.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Total,Ethnicity Major,Asian or Asian British,Percentage,Revised,.,720,68.6,44.3,1.3,8.2,3.2,3.5,1.5,34.9,0.1,0,29.4,4.3,0,1,9.9,0,3.9,6,14.4,20.3,13.3,4.4,2.5,11.1,10.1,1
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Total,Ethnicity Minor,Any other mixed background,Percentage,Revised,.,2386,84.4,59.1,46,10.7,8.8,1.6,0.3,2.3,0.1,0.8,0.1,1.3,0,0.1,3.7,0.6,2.1,0.9,21.7,11.9,5.7,3.8,2.5,3.6,3.2,0.5
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 no record,Percentage,Revised,.,3061,67,50.3,2.8,42.5,c,c,c,5,c,c,c,c,c,c,2.8,c,c,c,13.9,12,c,c,c,21,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Ethnicity Minor,Pakistani,Percentage,Revised,.,15829,87.1,74.5,64.2,6.2,4.8,1.1,0.3,4.1,0.2,0.7,1.5,1.6,0,0.1,2.6,0.7,1.3,0.7,9.9,8.5,4.3,2.3,1.9,4.5,4,0.5
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Ethnicity Minor,Any other ethnic group,Percentage,Revised,.,1042,49.5,28.8,0,23.3,3.8,8.6,10.8,5.5,0.2,0.2,3.5,1.2,0,0.4,3,0,1.7,1.2,17.8,33.2,15.2,8.3,9.8,17.3,14.3,3
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,Ethnicity Minor,White and Black African,Percentage,Revised,.,1196,88.6,68,61.4,3.1,2.5,0.5,0.1,3.5,0.3,1.1,1.8,0.3,0,0,3.3,1.1,1.1,1.1,17.4,7.4,4.2,2.1,1.1,4,3.3,0.7
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Total,FSM Y11 Status,FSM eligible,Percentage,Revised,.,1136,56.3,21.2,0,5.4,1.5,1.1,2.7,15.8,0.1,0.1,11.2,3.7,0.2,0.6,12.1,0.1,4.2,7.8,22.9,32.7,14.6,7.9,10.1,11.1,10.7,0.4
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,FSM Y11 Status,FSM eligible,Percentage,Revised,.,13583,85.6,66.8,59.2,3.8,2.5,1,0.3,3.7,0.1,0.6,2.4,0.5,0,0.1,3.4,0.5,1.6,1.2,15.5,10.9,4,4,3,3.5,3.2,0.3
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Other FE sector colleges,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,Revised,.,27280,80.4,48.6,30.9,16.8,12.7,3.2,0.9,1,~,0.6,0.1,0.1,~,0.2,4.9,0.3,2.6,2,26.9,16.5,4.8,7,4.6,3.1,2.9,0.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Prior Attainment,Prior Attainment KS2 at L4,Percentage,Revised,.,30381,60,10.3,0,7.7,2.7,3.9,1.2,2.5,~,~,1.2,0.5,~,0.8,18.9,0.1,7,11.8,30.8,30.5,13.3,9.3,7.9,9.6,9.3,0.2
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,Black Caribbean,Percentage,Revised,.,993,48.5,17.6,0,16.1,3.4,7.3,5.4,1.5,0,0.1,0,0.8,0.1,0.5,7.6,0,2.5,5,23.4,39.7,15.7,14.4,9.6,11.8,11.5,0.3
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,Ethnicity Minor,Any other Black background,Percentage,Revised,.,1401,90.6,77.9,72,2.4,1.8,0.6,0,3.4,0.1,0.3,2.6,0.4,0,0,1.5,0.5,0.6,0.4,11.2,5.9,3.8,1.1,1.1,3.5,2.9,0.6
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Unclassified,Percentage,Revised,.,1727,65.7,49.9,3.6,43.3,c,c,c,3,c,c,c,c,c,c,2.5,c,c,c,13.3,9.1,c,c,c,25.2,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Ethnicity Minor,Traveller of Irish Heritage,Percentage,Revised,.,27,88.9,40.7,33.3,7.4,0,3.7,3.7,0,0,0,0,0,0,0,3.7,0,3.7,0,44.4,7.4,0,0,7.4,3.7,3.7,0
201920,Academic year,National,E92000001,England,All schools,Total,All other qualifications,Total,Total,Total,Percentage,Revised,.,14756,70.8,43.5,0,8.5,1.1,1.1,6.3,35,0.2,~,7.4,1.3,25.7,0.4,10.4,0.1,4.2,6,16.9,18.3,8.3,4.4,5.7,10.9,7.7,3.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Non-selective school in highly selective area,Level 3,Total,Disadvantage Y11 Status,Disadvantaged,Percentage,Revised,.,2016,84.7,55.3,48.5,4.2,2.3,1.4,0.5,2.6,0,0.4,1.8,0.1,0,0.2,5.6,0.7,2.8,2,23.9,11.9,4.7,4.2,3,3.4,3.3,0.1
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,White Irish,Percentage,Revised,.,153,54.9,12.4,0,9.8,3.3,3.3,3.3,2.6,0,0,0,1.3,0.7,0.7,15,0,3.3,11.8,27.5,37.3,17,9.2,11.1,7.8,7.8,0
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,FSM Y11 Status,FSM eligible,Percentage,Revised,.,13122,45.2,18.6,0,17.7,2,7.9,7.7,0.9,~,~,~,0.3,0.1,0.4,7,~,1.9,5.1,19.6,42.5,13,14,15.5,12.3,12,0.3
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Prior Attainment,Prior Attainment KS2 above L4,Percentage,Revised,.,6624,77.2,20,1,15.5,11.5,3.2,0.8,3.4,~,~,1.3,1,~,1,22.7,0.2,16.2,6.3,34.5,18.6,7.9,6.9,3.9,4.2,4,0.2
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 2,Total,Ethnicity Minor,Black Caribbean,Percentage,Revised,.,1001,66.4,33.8,0.8,30.5,17.7,10.7,2.1,2.5,0,0.1,0.1,1.8,0,0.5,8,0,4.3,3.7,24.7,27.3,11.6,10.1,5.6,6.3,5.8,0.5
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status and Gender,Disadvantaged Male,Percentage,Revised,.,17937,47.3,16.8,0,15,2,6.9,6,1.8,c,c,0.8,0.5,c,0.4,8.7,c,c,c,21.9,39,15.2,12.8,11,13.6,13.2,0.5
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,Any other Asian background,Percentage,Revised,.,577,52.7,32.1,0,28.9,4.3,12.3,12.3,3.1,0.2,0,0,2.1,0,0.9,3.6,0,1.2,2.4,17,30.5,15.9,7.3,7.3,16.8,13.2,3.6
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Ethnicity Major,Chinese,Percentage,Revised,.,92,76.1,53.3,1.1,40.2,26.1,12,2.2,12,0,0,5.4,6.5,0,0,7.6,0,5.4,2.2,15.2,15.2,14.1,0,1.1,8.7,6.5,2.2
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Total,Ethnicity Minor,White and Asian,Percentage,Revised,.,51,68.6,39.2,0,3.9,2,2,0,35.3,0,0,25.5,9.8,0,0,3.9,0,0,3.9,25.5,25.5,13.7,7.8,3.9,5.9,3.9,2
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,FSM Y11 Status,FSM not eligible,Percentage,Revised,.,64320,59.7,18.5,0,15.2,2.9,6,6.3,3.2,~,~,1.5,0.9,0.1,0.7,14.3,0.1,5.2,9,27,27.7,12.4,8.4,6.9,12.6,9.6,3
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS2 above L4,Percentage,Revised,.,2987,58.9,14.5,0,7.3,c,c,c,7.2,c,c,c,c,c,c,15.4,c,c,c,29,32.2,c,c,c,8.9,c,c
201920,Academic year,National,E92000001,England,Total,Total,Level 3,Total,Total,Total,Percentage,Revised,.,402851,87,59.2,51,5.5,4.3,0.9,0.3,2.6,0.4,0.6,0.8,0.6,~,0.1,5.6,1.1,2.8,1.6,22.2,8.5,4.7,2.4,1.3,4.6,3.2,1.4
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Mixed Dual background,Percentage,Revised,.,11939,87.5,64,55.8,5.4,c,c,c,2.9,c,c,c,c,c,c,4,c,c,c,19.5,8.3,c,c,c,4.3,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS4 E&M 9-4 achieved,Percentage,Revised,.,47521,86.6,62.2,55,4.5,c,c,c,2.7,c,c,c,c,c,c,4.4,c,c,c,19.9,10.4,c,c,c,3,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Ethnicity Minor,Any other white background,Percentage,Revised,.,3393,68.4,33.2,1.2,28.4,16.4,9.8,2.3,3.6,0,0.1,1.5,1.7,~,0.2,6.5,0.1,3.4,2.9,28.7,20.8,13.4,4.6,2.8,10.8,8.5,2.3
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Studio,Level 3,Total,Total,Total,Percentage,Revised,.,739,81.3,47.8,40.2,2.2,1.5,0.4,0.3,5.4,0.4,2.6,2.4,0,0,0,7.8,1.8,4.2,1.9,25.7,13,5.1,4.3,3.5,5.7,3.7,2
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,LLDD Provision,Identified LLDD,Percentage,Revised,.,15231,62.5,36.6,0,34.8,3,14,17.8,1.8,~,~,~,1.1,0.3,0.4,9.7,~,3,6.7,16.1,31.8,6.5,13.1,12.1,5.7,5.1,0.6
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Sixth form colleges,Level 2,Total,Disadvantage Y11 Status,Not Disadvantaged,Percentage,Revised,.,2112,74.7,35.1,0.4,7,4,2.3,0.7,27.7,0,0,~,27.2,0,0.4,12.3,~,5,7.2,27.3,18.1,10.6,4.7,2.9,7.2,5.6,1.6
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Level 3,Total,Ethnicity Minor,Pakistani,Percentage,Revised,.,6420,85.9,71.9,55.6,11.7,8.9,2.3,0.6,4.5,0.2,0.8,0.1,3.4,0,0.1,2.8,0.5,1.4,0.9,11.2,10.3,4.9,3.2,2.3,3.8,3.5,0.3
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,Ethnicity Minor,Unclassified,Percentage,Revised,.,198,77.3,61.1,45.5,2,2,0,0,13.6,0,1.5,1.5,10.6,0,0,0.5,0.5,0,0,15.7,10.1,6.6,2,1.5,12.6,3.5,9.1
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Academy 16-19 Converter,Level 3,Total,Total,Total,Percentage,Revised,.,17269,89.2,60.3,53.3,2.6,2.1,0.4,0.1,4.3,~,0.8,0.2,3.2,0,0.1,5.8,1.3,2.9,1.6,23.2,7.9,4.2,2.4,1.3,2.9,2.6,0.4
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved,Percentage,Revised,.,39170,74.5,24.9,0.7,20.7,c,c,c,3.5,c,c,c,c,c,c,15.2,c,c,c,34.4,19.4,c,c,c,6.1,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS2 above L4,Percentage,Revised,.,4671,80.7,18.5,0.9,14.1,c,c,c,3.5,c,c,c,c,c,c,25.6,c,c,c,36.6,15.5,c,c,c,3.9,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Chinese,Percentage,Revised,.,272,90.4,80.1,73.2,5.5,c,c,c,1.5,c,c,c,c,c,c,4,c,c,c,6.3,6.6,c,c,c,2.9,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Free,All other qualifications,Total,Total,Total,Percentage,Revised,.,130,67.7,33.8,0,3.1,2.3,0.8,0,30.8,0,0.8,28.5,0,0,1.5,12.3,0,9.2,3.1,21.5,16.2,11.5,2.3,2.3,16.2,13.8,2.3
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Other non-selective school,Level 2,Total,Total,Total,Percentage,Revised,.,6005,67.2,25,0.5,6.8,2.2,2.9,1.7,17.7,~,~,12.1,4.9,~,0.6,14.1,~,4.5,9.6,28.1,23,13.1,5.7,4.2,9.8,8.3,1.5
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Academy 16-19 Converter,Total,Total,Total,Total,Number of pupils,Revised,24,19598,16931,11011,9210,579,415,93,71,1222,6,133,36,1009,5,33,1274,224,593,457,4646,1954,1021,562,371,713,625,88
201920,Academic year,National,E92000001,England,All schools,Total,Total,Total,Total,Total,Number of pupils,Revised,3596,262878,226432,163198,141659,7740,4946,1390,1404,13799,1824,1312,5152,1177,3996,338,14203,2898,6586,4719,49031,21385,13243,4851,3291,15061,9802,5259
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total FE sector,Total,Total,Total,Total,Number of pupils,Revised,332,303932,230110,114489,64413,44348,23979,13530,6839,5728,114,1002,151,3191,73,1197,30056,1674,15020,13362,85565,54358,23087,18258,13013,19466,15836,3630
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Gender,Female,Number of pupils,Revised,.,115404,103356,74106,66351,3629,2905,507,217,4126,164,571,2650,574,9,158,6017,946,2614,2457,23233,8032,4730,2078,1224,4016,3183,833
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Any other mixed background,Number of pupils,Revised,.,4562,3926,3085,2718,158,129,16,13,209,14,24,130,35,1,5,146,37,63,46,695,374,223,101,50,262,217,45
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Indian,Number of pupils,Revised,.,8639,7726,6739,6279,105,72,23,10,355,43,39,252,19,0,2,284,113,121,50,703,515,339,100,76,398,337,61
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Any other Asian background,Number of pupils,Revised,.,5554,4961,4406,3986,118,77,27,14,302,22,37,206,31,1,5,86,26,40,20,469,333,228,64,41,260,212,48
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Black Caribbean,Number of pupils,Revised,.,2542,2199,1689,1444,90,54,23,13,155,3,26,90,29,2,5,123,26,61,36,387,241,120,73,48,102,90,12
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,Ethnicity Minor,Indian,Number of pupils,Revised,.,5579,4622,3497,2399,902,538,255,109,196,6,23,3,154,2,8,298,64,153,81,827,669,389,176,104,288,262,26
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,Total,Total,FSM Y11 Status,FSM not eligible,Number of pupils,Revised,.,264786,205197,100578,58670,36848,20542,10816,5490,5060,108,891,131,2798,57,1075,27676,1635,14006,12035,76943,42836,19739,13973,9124,16755,13218,3537
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Major,Chinese,Number of pupils,Revised,.,2064,1859,1658,1444,138,88,34,16,76,9,9,36,22,0,0,43,16,18,9,158,99,73,8,18,106,75,31
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,White British,Number of pupils,Revised,.,370178,299748,154755,113894,32948,18932,9671,4345,7913,193,1257,2855,2269,77,1262,38487,3647,18895,15945,106506,53484,24083,17358,12043,16946,15669,1277
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,White and Black Caribbean,Number of pupils,Revised,.,6475,4900,2719,1849,699,429,196,74,171,1,30,67,45,1,27,468,20,235,213,1713,1228,464,442,322,347,334,13
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,White and Asian,Number of pupils,Revised,.,4996,4074,2844,2275,383,242,93,48,186,11,27,81,59,0,8,235,30,108,97,995,680,344,192,144,242,215,27
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Ethnicity Minor,Black African,Number of pupils,Revised,.,17847,15302,12944,10199,1932,1113,570,249,813,28,88,357,313,4,23,313,48,167,98,2045,1702,947,487,268,843,701,142
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Sixth form colleges,Total,Total,Disadvantage Y11 Status,Not Disadvantaged,Number of pupils,Revised,.,44660,38822,25615,21704,1365,1013,255,97,2546,46,217,43,2174,3,63,2900,481,1373,1046,10307,3893,2422,936,535,1945,1559,386
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Gender,Disadvantaged Female,Number of pupils,Revised,.,63995,48164,28919,19551,7466,4128,2327,1011,1902,c,c,702,666,c,212,3942,c,c,c,15303,13312,3987,4986,4339,2519,2367,152
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Unclassified,Number of pupils,Revised,.,9535,5490,3867,618,3017,c,c,c,232,c,c,c,c,c,c,233,c,c,c,1390,1223,c,c,c,2824,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS2 above L4,Number of pupils,Revised,.,29823,24741,16564,13838,1757,c,c,c,969,c,c,c,c,c,c,1846,c,c,c,6331,3976,c,c,c,1106,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS2 above L4,Number of pupils,Revised,.,159585,143085,95635,86340,5503,c,c,c,3792,c,c,c,c,c,c,12054,c,c,c,35396,11624,c,c,c,4876,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Total,Total,Disadvantage Y11 Status and Prior Attainment,Disadvantaged Prior Attainment KS4 E&M 9-4 not achieved,Number of pupils,Revised,.,70009,43421,22165,7210,13155,c,c,c,1800,c,c,c,c,c,c,4557,c,c,c,16699,21423,c,c,c,5165,c,c
201920,Academic year,National,E92000001,England,Special schools,Total,All other qualifications,Total,Total,Total,Number of pupils,Revised,.,6317,5047,4695,0,897,8,90,799,3798,1,0,4,10,3777,6,99,0,20,79,253,880,177,220,483,390,318,72
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 2,Total,FSM Y11 Status,FSM eligible,Number of pupils,Revised,.,1235,710,326,10,100,29,42,29,216,1,0,172,35,1,7,121,0,29,92,263,375,165,116,94,150,144,6
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Ethnicity Major,Asian or Asian British,Number of pupils,Revised,.,4457,2389,1266,0,959,194,400,365,307,7,5,200,66,6,23,256,3,114,139,867,1415,733,372,310,653,580,73
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,Indian,Number of pupils,Revised,.,661,401,189,0,160,32,68,60,29,1,0,0,22,2,4,48,1,26,21,164,175,113,37,25,85,80,5
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Ethnicity Minor,White British,Number of pupils,Revised,.,57153,33710,8830,0,7353,1280,3179,2894,1477,7,5,626,388,45,406,9098,51,3197,5850,15782,17701,6903,5573,5225,5742,5349,393
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 2,Total,Disadvantage Y11 Status and Gender,Not Disadvantaged Female,Number of pupils,Revised,.,20712,15983,5424,271,4378,2625,1472,281,775,c,c,251,372,c,137,2987,c,c,c,7572,3658,1657,1270,731,1071,762,309
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Total,Gender,Female,Number of pupils,Revised,.,3871,2746,859,0,155,79,25,51,704,4,2,588,83,2,25,728,4,284,440,1159,764,409,194,161,361,290,71
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Total,All other qualifications,Total,Ethnicity Minor,Unclassified,Number of pupils,Revised,.,5602,2993,2014,0,1924,220,540,1164,90,3,0,1,53,1,32,153,1,48,104,826,909,403,342,164,1701,392,1309
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,Level 3,Total,Ethnicity Major,Mixed Dual background,Number of pupils,Revised,.,16713,14457,10544,9025,1034,827,153,54,485,31,119,198,116,1,20,610,119,313,178,3303,1602,815,497,290,654,571,83
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status and Prior Attainment,Not Disadvantaged Prior Attainment KS2 at L4,Number of pupils,Revised,.,17312,11688,1781,0,1253,c,c,c,528,c,c,c,c,c,c,4184,c,c,c,5723,4142,c,c,c,1482,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream colleges,Other FE sector colleges,Level 2,Total,Disadvantage Y11 Status,Disadvantaged,Number of pupils,Revised,.,22929,14884,6076,157,5776,3024,2326,426,143,4,6,8,15,3,107,2285,6,1232,1047,6523,6799,2131,2745,1923,1246,1191,55
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Prior Attainment,Prior Attainment KS4 E&M 9-4 not achieved,Number of pupils,Revised,.,50639,26538,8730,0,7989,835,3792,3362,741,8,8,135,234,60,296,5275,5,1397,3873,12533,18169,6987,5676,5506,5932,5650,282
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Level 3,Total,Ethnicity Minor,Indian,Number of pupils,Revised,.,8401,7561,6640,6278,93,66,20,7,269,41,39,174,14,0,1,260,112,109,39,661,471,305,95,71,369,316,53
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status and Ethnicity Major,Not Disadvantaged Any other ethnic group,Number of pupils,Revised,.,480,248,142,0,114,c,c,c,28,c,c,c,c,c,c,17,c,c,c,89,132,c,c,c,100,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools & colleges,Total,All other qualifications,Total,Disadvantage Y11 Status and Ethnicity Major,Disadvantaged Mixed Dual background,Number of pupils,Revised,.,1700,772,286,0,231,c,c,c,55,c,c,c,c,c,c,132,c,c,c,354,710,c,c,c,218,c,c
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,All other qualifications,Total,Ethnicity Minor,Any other Black background,Number of pupils,Revised,.,43,27,15,0,6,1,2,3,9,0,0,7,2,0,0,2,0,1,1,10,12,7,4,1,4,4,0
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Major,Unclassified,Number of pupils,Revised,.,370,221,158,92,14,11,2,1,52,0,5,6,41,0,0,2,1,1,0,61,27,16,7,4,122,17,105
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Any other white background,Number of pupils,Revised,.,11338,9161,7129,6290,346,254,63,29,493,15,82,312,70,3,11,304,82,126,96,1728,897,627,165,105,1280,603,677
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,White and Black Caribbean,Number of pupils,Revised,.,2376,2032,1367,1162,92,72,15,5,113,1,20,66,20,0,6,132,9,68,55,533,252,141,80,31,92,86,6
201920,Academic year,National,E92000001,England,State-funded mainstream schools,Total,Total,Total,Ethnicity Minor,Bangladeshi,Number of pupils,Revised,.,4969,4492,3915,3611,95,71,17,7,209,3,37,143,20,0,6,143,26,68,49,434,336,153,110,73,141,113,28
